Date,Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benzene,Status,toluene,Status,ethylbenzene,Status,,,o-xylene,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benzene,Status,toluene,Status,ethylbenzene,Status,,,o-xylene,Status
01/01/2016,11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921012,V ugm-3,1.331135,V ugm-3,0.277654,V ugm-3,,,0.334947,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.544824,V ugm-3,0.634967,V ugm-3,0.074922,V ugm-3,,,0.136623,V ugm-3
01/01/2016,12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71346,V ugm-3,1.14753,V ugm-3,0.255618,V ugm-3,,,0.295282,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.596712,V ugm-3,0.841522,V ugm-3,0.167474,V ugm-3,,,0.163066,V ugm-3
01/01/2016,13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.599955,V ugm-3,0.604366,V ugm-3,0.105773,V ugm-3,,,0.132216,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.603198,V ugm-3,1.028952,V ugm-3,0.18951,V ugm-3,,,0.18951,V ugm-3
01/01/2016,14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.706974,V ugm-3,1.109279,V ugm-3,0.18951,V ugm-3,,,0.277654,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.612927,V ugm-3,0.715294,V ugm-3,0.114587,V ugm-3,,,0.14103,V ugm-3
01/01/2016,15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.687516,V ugm-3,0.508738,V ugm-3,0.132216,V ugm-3,,,0.180695,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765348,V ugm-3,1.021302,V ugm-3,0.268839,V ugm-3,,,0.260025,V ugm-3
01/01/2016,16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,,,No data,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.674544,V ugm-3,0.868298,V ugm-3,0.180695,V ugm-3,,,0.149845,V ugm-3
01/01/2016,17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,,,No data,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.632385,V ugm-3,0.75737,V ugm-3,0.171881,V ugm-3,,,0.167474,V ugm-3
01/01/2016,18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,,,No data,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.658329,V ugm-3,1.036602,V ugm-3,0.176288,V ugm-3,,,No data,V ugm-3
01/01/2016,19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,,,No data,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61617,V ugm-3,1.021302,V ugm-3,0.198324,V ugm-3,,,0.277654,V ugm-3
01/01/2016,20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.593469,V ugm-3,0.344259,V ugm-3,0.118994,V ugm-3,,,0.193917,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55131,V ugm-3,0.726769,V ugm-3,0.101366,V ugm-3,,,0.149845,V ugm-3
01/01/2016,21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512394,V ugm-3,0.386335,V ugm-3,0.114587,V ugm-3,,,0.14103,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515637,V ugm-3,0.527864,V ugm-3,0.114587,V ugm-3,,,0.127809,V ugm-3
01/01/2016,22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.428076,V ugm-3,0.263932,V ugm-3,0.066108,V ugm-3,,,0.052886,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.541581,V ugm-3,0.657917,V ugm-3,0.118994,V ugm-3,,,0.127809,V ugm-3
01/01/2016,23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470235,V ugm-3,0.336609,V ugm-3,0.083737,V ugm-3,,,0.132216,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.528609,V ugm-3,0.634967,V ugm-3,0.052886,V ugm-3,,,0.132216,V ugm-3
01/01/2016,24:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48645,V ugm-3,0.290708,V ugm-3,0.127809,V ugm-3,,,0.061701,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515637,V ugm-3,0.592891,V ugm-3,0.105773,V ugm-3,,,0.123402,V ugm-3
02/01/2016,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.548067,V ugm-3,0.267757,V ugm-3,0.092551,V ugm-3,,,0.044072,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415104,V ugm-3,0.566115,V ugm-3,0.114587,V ugm-3,,,No data,V ugm-3
02/01/2016,02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515637,V ugm-3,0.294533,V ugm-3,0.088144,V ugm-3,,,0.044072,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483207,V ugm-3,0.466662,V ugm-3,0.057294,V ugm-3,,,0.105773,V ugm-3
02/01/2016,03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515637,V ugm-3,0.325134,V ugm-3,0.083737,V ugm-3,,,0.057294,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45402,V ugm-3,0.508738,V ugm-3,0.039665,V ugm-3,,,0.088144,V ugm-3
02/01/2016,04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.447534,V ugm-3,0.317483,V ugm-3,0.057294,V ugm-3,,,0.074922,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.496179,V ugm-3,0.497263,V ugm-3,0.105773,V ugm-3,,,0.083737,V ugm-3
02/01/2016,05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512394,V ugm-3,0.36721,V ugm-3,0.066108,V ugm-3,,,0.088144,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.308085,V ugm-3,0.462837,V ugm-3,0.07933,V ugm-3,,,0.105773,V ugm-3
02/01/2016,06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.541581,V ugm-3,0.38251,V ugm-3,0.066108,V ugm-3,,,0.057294,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.463749,V ugm-3,0.520214,V ugm-3,0.044072,V ugm-3,,,0.07933,V ugm-3
02/01/2016,07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525366,V ugm-3,0.306008,V ugm-3,0.088144,V ugm-3,,,0.132216,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.460506,V ugm-3,0.447537,V ugm-3,0.07933,V ugm-3,,,0.083737,V ugm-3
02/01/2016,08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.502665,V ugm-3,0.267757,V ugm-3,0.07933,V ugm-3,,,0.061701,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.441048,V ugm-3,0.439887,V ugm-3,0.092551,V ugm-3,,,0.105773,V ugm-3
02/01/2016,09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512394,V ugm-3,0.378685,V ugm-3,0.070515,V ugm-3,,,0.11018,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.535095,V ugm-3,0.845347,V ugm-3,0.149845,V ugm-3,,,0.202731,V ugm-3
02/01/2016,10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.492936,V ugm-3,0.298358,V ugm-3,0.092551,V ugm-3,,,0.092551,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.457263,V ugm-3,0.654092,V ugm-3,0.070515,V ugm-3,,,0.14103,V ugm-3
02/01/2016,11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512394,V ugm-3,0.459012,V ugm-3,0.096958,V ugm-3,,,0.092551,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.479964,V ugm-3,0.58524,V ugm-3,0.118994,V ugm-3,,,0.101366,V ugm-3
02/01/2016,12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.437805,V ugm-3,0.371035,V ugm-3,0.07933,V ugm-3,,,No data,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.499422,V ugm-3,0.784146,V ugm-3,0.127809,V ugm-3,,,0.158659,V ugm-3
02/01/2016,13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.492936,V ugm-3,0.355734,V ugm-3,0.074922,V ugm-3,,,No data,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609684,V ugm-3,0.891248,V ugm-3,0.096958,V ugm-3,,,0.176288,V ugm-3
02/01/2016,14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.502665,V ugm-3,0.420761,V ugm-3,0.145438,V ugm-3,,,0.14103,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.437805,V ugm-3,0.791796,V ugm-3,0.149845,V ugm-3,,,0.180695,V ugm-3
02/01/2016,15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531852,V ugm-3,0.393985,V ugm-3,0.074922,V ugm-3,,,0.118994,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.638871,V ugm-3,1.243158,V ugm-3,0.158659,V ugm-3,,,0.36139,V ugm-3
02/01/2016,16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.502665,V ugm-3,0.36721,V ugm-3,0.092551,V ugm-3,,,0.092551,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.839937,V ugm-3,1.705995,V ugm-3,0.370205,V ugm-3,,,0.405462,V ugm-3
02/01/2016,17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.538338,V ugm-3,0.459012,V ugm-3,0.11018,V ugm-3,,,0.14103,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.099377,V ugm-3,2.853525,V ugm-3,0.405462,V ugm-3,,,0.687523,V ugm-3
02/01/2016,18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.541581,V ugm-3,0.56229,V ugm-3,0.105773,V ugm-3,,,0.149845,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.936071,V ugm-3,4.808151,V ugm-3,0.824146,V ugm-3,,,1.013656,V ugm-3
02/01/2016,19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.541581,V ugm-3,0.581415,V ugm-3,0.136623,V ugm-3,,,0.185102,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.378275,V ugm-3,3.354613,V ugm-3,0.564122,V ugm-3,,,0.872626,V ugm-3
02/01/2016,20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.603198,V ugm-3,0.650267,V ugm-3,0.282061,V ugm-3,,,0.25121,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.060461,V ugm-3,2.210908,V ugm-3,0.458349,V ugm-3,,,0.524457,V ugm-3
02/01/2016,21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.638871,V ugm-3,0.703818,V ugm-3,0.127809,V ugm-3,,,0.176288,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.164237,V ugm-3,3.033304,V ugm-3,0.577343,V ugm-3,,,0.775667,V ugm-3
02/01/2016,22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.528609,V ugm-3,0.646442,V ugm-3,0.136623,V ugm-3,,,0.14103,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.976143,V ugm-3,1.675394,V ugm-3,0.282061,V ugm-3,,,0.445127,V ugm-3
02/01/2016,23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.651843,V ugm-3,0.719119,V ugm-3,0.123402,V ugm-3,,,0.158659,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.212882,V ugm-3,3.140407,V ugm-3,0.418684,V ugm-3,,,0.718374,V ugm-3
02/01/2016,24:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.635628,V ugm-3,0.566115,V ugm-3,0.154252,V ugm-3,,,0.154252,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.203153,V ugm-3,3.201609,V ugm-3,0.431906,V ugm-3,,,0.788889,V ugm-3
03/01/2016,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.638871,V ugm-3,0.527864,V ugm-3,0.096958,V ugm-3,,,0.118994,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.788049,V ugm-3,1.453538,V ugm-3,0.176288,V ugm-3,,,0.40987,V ugm-3
03/01/2016,02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.593469,V ugm-3,0.275407,V ugm-3,0.061701,V ugm-3,,,0.105773,V ugm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574011,V ugm-3,0.918024,V ugm-3,0.171881,V ugm-3,,,0.215953,V ugm-3
