Date,Time,benzene,Status
09/01/1996,07:00:00,2.24,V ugm-3
09/01/1996,08:00:00,4.19,V ugm-3
09/01/1996,09:00:00,5.95,V ugm-3
09/01/1996,10:00:00,5.88,V ugm-3
09/01/1996,11:00:00,4.49,V ugm-3
09/01/1996,12:00:00,3.77,V ugm-3
09/01/1996,13:00:00,3.28,V ugm-3
09/01/1996,14:00:00,2.93,V ugm-3
09/01/1996,15:00:00,2.99,V ugm-3
09/01/1996,16:00:00,3.02,V ugm-3
09/01/1996,17:00:00,4.19,V ugm-3
09/01/1996,18:00:00,4.45,V ugm-3
09/01/1996,19:00:00,5.46,V ugm-3
09/01/1996,20:00:00,4.91,V ugm-3
09/01/1996,21:00:00,No data,V ugm-3
09/01/1996,22:00:00,4.16,V ugm-3
09/01/1996,23:00:00,2.73,V ugm-3
09/01/1996,24:00:00,2.18,V ugm-3
10/01/1996,01:00:00,1.79,V ugm-3
10/01/1996,02:00:00,1.89,V ugm-3
10/01/1996,03:00:00,1.82,V ugm-3
10/01/1996,04:00:00,1.82,V ugm-3
10/01/1996,05:00:00,1.79,V ugm-3
10/01/1996,06:00:00,1.56,V ugm-3
10/01/1996,07:00:00,2.28,V ugm-3
10/01/1996,08:00:00,2.99,V ugm-3
10/01/1996,09:00:00,6.34,V ugm-3
10/01/1996,10:00:00,7.41,V ugm-3
10/01/1996,11:00:00,6.7,V ugm-3
10/01/1996,12:00:00,6.5,V ugm-3
10/01/1996,13:00:00,4.84,V ugm-3
10/01/1996,14:00:00,4.42,V ugm-3
10/01/1996,15:00:00,5.53,V ugm-3
10/01/1996,16:00:00,6.11,V ugm-3
10/01/1996,17:00:00,4.55,V ugm-3
10/01/1996,18:00:00,9.69,V ugm-3
10/01/1996,19:00:00,12.22,V ugm-3
10/01/1996,20:00:00,11.6,V ugm-3
10/01/1996,21:00:00,9.46,V ugm-3
10/01/1996,22:00:00,8.94,V ugm-3
10/01/1996,23:00:00,6.5,V ugm-3
10/01/1996,24:00:00,4.84,V ugm-3
11/01/1996,01:00:00,4.06,V ugm-3
11/01/1996,02:00:00,3.45,V ugm-3
11/01/1996,03:00:00,1.95,V ugm-3
11/01/1996,04:00:00,2.99,V ugm-3
11/01/1996,05:00:00,2.21,V ugm-3
11/01/1996,06:00:00,1.69,V ugm-3
11/01/1996,07:00:00,1.98,V ugm-3
11/01/1996,08:00:00,2.96,V ugm-3
11/01/1996,09:00:00,4.49,V ugm-3
11/01/1996,10:00:00,4.49,V ugm-3
11/01/1996,11:00:00,3.02,V ugm-3
11/01/1996,12:00:00,2.76,V ugm-3
11/01/1996,13:00:00,2.8,V ugm-3
11/01/1996,14:00:00,2.83,V ugm-3
11/01/1996,15:00:00,3.15,V ugm-3
11/01/1996,16:00:00,3.41,V ugm-3
11/01/1996,17:00:00,4,V ugm-3
11/01/1996,18:00:00,4.26,V ugm-3
11/01/1996,19:00:00,4.88,V ugm-3
11/01/1996,20:00:00,No data,V ugm-3
11/01/1996,21:00:00,4.26,V ugm-3
11/01/1996,22:00:00,2.8,V ugm-3
11/01/1996,23:00:00,2.21,V ugm-3
11/01/1996,24:00:00,1.95,V ugm-3
12/01/1996,01:00:00,1.56,V ugm-3
12/01/1996,02:00:00,1.3,V ugm-3
12/01/1996,03:00:00,1.14,V ugm-3
12/01/1996,04:00:00,1.04,V ugm-3
12/01/1996,05:00:00,0.94,V ugm-3
12/01/1996,06:00:00,0.94,V ugm-3
12/01/1996,07:00:00,1.24,V ugm-3
12/01/1996,08:00:00,1.98,V ugm-3
12/01/1996,09:00:00,3.12,V ugm-3
12/01/1996,10:00:00,3.06,V ugm-3
12/01/1996,11:00:00,2.28,V ugm-3
12/01/1996,12:00:00,2.11,V ugm-3
12/01/1996,13:00:00,2.44,V ugm-3
12/01/1996,14:00:00,2.6,V ugm-3
12/01/1996,15:00:00,2.6,V ugm-3
12/01/1996,16:00:00,2.89,V ugm-3
12/01/1996,17:00:00,3.41,V ugm-3
12/01/1996,18:00:00,3.38,V ugm-3
12/01/1996,19:00:00,3.51,V ugm-3
12/01/1996,20:00:00,2.67,V ugm-3
12/01/1996,21:00:00,2.24,V ugm-3
12/01/1996,22:00:00,2.02,V ugm-3
12/01/1996,23:00:00,1.98,V ugm-3
12/01/1996,24:00:00,1.89,V ugm-3
13/01/1996,01:00:00,1.82,V ugm-3
13/01/1996,02:00:00,1.46,V ugm-3
13/01/1996,03:00:00,1.5,V ugm-3
13/01/1996,04:00:00,1.2,V ugm-3
13/01/1996,05:00:00,1.17,V ugm-3
13/01/1996,06:00:00,1.04,V ugm-3
13/01/1996,07:00:00,1.14,V ugm-3
13/01/1996,08:00:00,1.33,V ugm-3
13/01/1996,09:00:00,1.66,V ugm-3
13/01/1996,10:00:00,2.24,V ugm-3
13/01/1996,11:00:00,2.76,V ugm-3
13/01/1996,12:00:00,2.5,V ugm-3
13/01/1996,13:00:00,2.67,V ugm-3
13/01/1996,14:00:00,2.47,V ugm-3
13/01/1996,15:00:00,2.5,V ugm-3
13/01/1996,16:00:00,2.57,V ugm-3
13/01/1996,17:00:00,3.09,V ugm-3
13/01/1996,18:00:00,3.15,V ugm-3
13/01/1996,19:00:00,No data,V ugm-3
13/01/1996,20:00:00,5.04,V ugm-3
13/01/1996,21:00:00,3.8,V ugm-3
13/01/1996,22:00:00,3.54,V ugm-3
13/01/1996,23:00:00,3.06,V ugm-3
13/01/1996,24:00:00,3.06,V ugm-3
14/01/1996,01:00:00,2.93,V ugm-3
14/01/1996,02:00:00,2.57,V ugm-3
14/01/1996,03:00:00,2.02,V ugm-3
14/01/1996,04:00:00,1.89,V ugm-3
14/01/1996,05:00:00,1.98,V ugm-3
14/01/1996,06:00:00,1.59,V ugm-3
14/01/1996,07:00:00,2.05,V ugm-3
14/01/1996,08:00:00,2.47,V ugm-3
14/01/1996,09:00:00,2.63,V ugm-3
14/01/1996,10:00:00,2.83,V ugm-3
14/01/1996,11:00:00,3.38,V ugm-3
14/01/1996,12:00:00,4.29,V ugm-3
14/01/1996,13:00:00,4.65,V ugm-3
14/01/1996,14:00:00,5.46,V ugm-3
14/01/1996,15:00:00,4.88,V ugm-3
14/01/1996,16:00:00,5.27,V ugm-3
14/01/1996,17:00:00,5.56,V ugm-3
14/01/1996,18:00:00,5.88,V ugm-3
14/01/1996,19:00:00,20.02,V ugm-3
14/01/1996,20:00:00,6.57,V ugm-3
14/01/1996,21:00:00,5.43,V ugm-3
14/01/1996,22:00:00,5.46,V ugm-3
14/01/1996,23:00:00,7.7,V ugm-3
14/01/1996,24:00:00,16.35,V ugm-3
15/01/1996,01:00:00,11.7,V ugm-3
15/01/1996,02:00:00,9.3,V ugm-3
15/01/1996,03:00:00,6.86,V ugm-3
15/01/1996,04:00:00,6.05,V ugm-3
15/01/1996,05:00:00,5.46,V ugm-3
15/01/1996,06:00:00,7.38,V ugm-3
15/01/1996,07:00:00,11.9,V ugm-3
15/01/1996,08:00:00,19.24,V ugm-3
15/01/1996,09:00:00,23.69,V ugm-3
15/01/1996,10:00:00,11.6,V ugm-3
15/01/1996,11:00:00,14.24,V ugm-3
15/01/1996,12:00:00,14.33,V ugm-3
15/01/1996,13:00:00,16.41,V ugm-3
15/01/1996,14:00:00,17.42,V ugm-3
15/01/1996,15:00:00,16.48,V ugm-3
15/01/1996,16:00:00,13.72,V ugm-3
15/01/1996,17:00:00,10.89,V ugm-3
15/01/1996,18:00:00,No data,V ugm-3
15/01/1996,19:00:00,21.45,V ugm-3
15/01/1996,20:00:00,16.84,V ugm-3
15/01/1996,21:00:00,21.84,V ugm-3
15/01/1996,22:00:00,34.81,V ugm-3
15/01/1996,23:00:00,32.08,V ugm-3
15/01/1996,24:00:00,33.93,V ugm-3
16/01/1996,01:00:00,25.71,V ugm-3
16/01/1996,02:00:00,25.16,V ugm-3
16/01/1996,03:00:00,22.65,V ugm-3
16/01/1996,04:00:00,19.18,V ugm-3
16/01/1996,05:00:00,19.34,V ugm-3
16/01/1996,06:00:00,18.14,V ugm-3
16/01/1996,07:00:00,17.58,V ugm-3
16/01/1996,08:00:00,24.73,V ugm-3
16/01/1996,09:00:00,36.4,V ugm-3
16/01/1996,10:00:00,37.28,V ugm-3
16/01/1996,11:00:00,44.43,V ugm-3
16/01/1996,12:00:00,48.56,V ugm-3
16/01/1996,13:00:00,45.79,V ugm-3
16/01/1996,14:00:00,48.07,V ugm-3
16/01/1996,15:00:00,48.65,V ugm-3
16/01/1996,16:00:00,49.82,V ugm-3
16/01/1996,17:00:00,56.84,V ugm-3
16/01/1996,18:00:00,51.45,V ugm-3
16/01/1996,19:00:00,84.53,V ugm-3
16/01/1996,20:00:00,54.83,V ugm-3
16/01/1996,21:00:00,28.41,V ugm-3
16/01/1996,22:00:00,31.79,V ugm-3
16/01/1996,23:00:00,35.85,V ugm-3
16/01/1996,24:00:00,22.1,V ugm-3
17/01/1996,01:00:00,28.86,V ugm-3
17/01/1996,02:00:00,15.47,V ugm-3
17/01/1996,03:00:00,7.7,V ugm-3
17/01/1996,04:00:00,5.59,V ugm-3
17/01/1996,05:00:00,5.88,V ugm-3
17/01/1996,06:00:00,3.87,V ugm-3
17/01/1996,07:00:00,4.68,V ugm-3
17/01/1996,08:00:00,6.21,V ugm-3
17/01/1996,09:00:00,8.68,V ugm-3
17/01/1996,10:00:00,10.01,V ugm-3
17/01/1996,11:00:00,11.38,V ugm-3
17/01/1996,12:00:00,8.19,V ugm-3
17/01/1996,13:00:00,8.26,V ugm-3
17/01/1996,14:00:00,10.24,V ugm-3
17/01/1996,15:00:00,10.76,V ugm-3
17/01/1996,16:00:00,10.73,V ugm-3
17/01/1996,17:00:00,No data,V ugm-3
17/01/1996,18:00:00,11.93,V ugm-3
17/01/1996,19:00:00,33.67,V ugm-3
17/01/1996,20:00:00,10.73,V ugm-3
17/01/1996,21:00:00,26.81,V ugm-3
17/01/1996,22:00:00,25.12,V ugm-3
17/01/1996,23:00:00,6.92,V ugm-3
17/01/1996,24:00:00,4,V ugm-3
18/01/1996,01:00:00,3.51,V ugm-3
18/01/1996,02:00:00,3.12,V ugm-3
18/01/1996,03:00:00,3.25,V ugm-3
18/01/1996,04:00:00,2.6,V ugm-3
18/01/1996,05:00:00,2.31,V ugm-3
18/01/1996,06:00:00,2.11,V ugm-3
18/01/1996,07:00:00,2.54,V ugm-3
18/01/1996,08:00:00,4.78,V ugm-3
18/01/1996,09:00:00,4.52,V ugm-3
18/01/1996,10:00:00,5.14,V ugm-3
18/01/1996,11:00:00,6.6,V ugm-3
18/01/1996,12:00:00,7.02,V ugm-3
18/01/1996,13:00:00,6.05,V ugm-3
18/01/1996,14:00:00,7.28,V ugm-3
18/01/1996,15:00:00,7.38,V ugm-3
18/01/1996,16:00:00,6.05,V ugm-3
18/01/1996,17:00:00,6.89,V ugm-3
18/01/1996,18:00:00,13.16,V ugm-3
18/01/1996,19:00:00,7.87,V ugm-3
18/01/1996,20:00:00,7.02,V ugm-3
18/01/1996,21:00:00,6.37,V ugm-3
18/01/1996,22:00:00,6.57,V ugm-3
18/01/1996,23:00:00,5.72,V ugm-3
18/01/1996,24:00:00,5.3,V ugm-3
19/01/1996,01:00:00,4.94,V ugm-3
19/01/1996,02:00:00,4.19,V ugm-3
19/01/1996,03:00:00,3.93,V ugm-3
19/01/1996,04:00:00,3.9,V ugm-3
19/01/1996,05:00:00,4.16,V ugm-3
19/01/1996,06:00:00,3.74,V ugm-3
19/01/1996,07:00:00,4.26,V ugm-3
19/01/1996,08:00:00,8.78,V ugm-3
19/01/1996,09:00:00,15.21,V ugm-3
19/01/1996,10:00:00,21.29,V ugm-3
19/01/1996,11:00:00,15.6,V ugm-3
19/01/1996,12:00:00,14.76,V ugm-3
19/01/1996,13:00:00,21.26,V ugm-3
19/01/1996,14:00:00,19.05,V ugm-3
19/01/1996,15:00:00,23.66,V ugm-3
19/01/1996,16:00:00,No data,V ugm-3
19/01/1996,17:00:00,23.63,V ugm-3
19/01/1996,18:00:00,29.15,V ugm-3
19/01/1996,19:00:00,18.43,V ugm-3
19/01/1996,20:00:00,9.52,V ugm-3
19/01/1996,21:00:00,8.03,V ugm-3
19/01/1996,22:00:00,7.41,V ugm-3
19/01/1996,23:00:00,8.16,V ugm-3
19/01/1996,24:00:00,10.5,V ugm-3
20/01/1996,01:00:00,10.47,V ugm-3
20/01/1996,02:00:00,7.02,V ugm-3
20/01/1996,03:00:00,5.98,V ugm-3
20/01/1996,04:00:00,4.16,V ugm-3
20/01/1996,05:00:00,4.62,V ugm-3
20/01/1996,06:00:00,5.53,V ugm-3
20/01/1996,07:00:00,6.47,V ugm-3
20/01/1996,08:00:00,8.03,V ugm-3
20/01/1996,09:00:00,10.82,V ugm-3
20/01/1996,10:00:00,7.7,V ugm-3
20/01/1996,11:00:00,8.19,V ugm-3
20/01/1996,12:00:00,7.18,V ugm-3
20/01/1996,13:00:00,7.96,V ugm-3
20/01/1996,14:00:00,7.09,V ugm-3
20/01/1996,15:00:00,9.46,V ugm-3
20/01/1996,16:00:00,10.37,V ugm-3
20/01/1996,17:00:00,10.69,V ugm-3
20/01/1996,18:00:00,10.43,V ugm-3
20/01/1996,19:00:00,8.61,V ugm-3
20/01/1996,20:00:00,7.61,V ugm-3
20/01/1996,21:00:00,7.51,V ugm-3
20/01/1996,22:00:00,6.08,V ugm-3
20/01/1996,23:00:00,7.48,V ugm-3
20/01/1996,24:00:00,8.39,V ugm-3
21/01/1996,01:00:00,5.59,V ugm-3
21/01/1996,02:00:00,4.94,V ugm-3
21/01/1996,03:00:00,5.46,V ugm-3
21/01/1996,04:00:00,4.45,V ugm-3
21/01/1996,05:00:00,4.06,V ugm-3
21/01/1996,06:00:00,3.87,V ugm-3
21/01/1996,07:00:00,3.9,V ugm-3
21/01/1996,08:00:00,5.23,V ugm-3
21/01/1996,09:00:00,5.3,V ugm-3
21/01/1996,10:00:00,6.96,V ugm-3
21/01/1996,11:00:00,8.16,V ugm-3
21/01/1996,12:00:00,8.29,V ugm-3
21/01/1996,13:00:00,9.69,V ugm-3
21/01/1996,14:00:00,10.92,V ugm-3
21/01/1996,15:00:00,No data,V ugm-3
21/01/1996,16:00:00,12.42,V ugm-3
21/01/1996,17:00:00,13.03,V ugm-3
21/01/1996,18:00:00,10.95,V ugm-3
21/01/1996,19:00:00,10.73,V ugm-3
21/01/1996,20:00:00,10.99,V ugm-3
21/01/1996,21:00:00,9.95,V ugm-3
21/01/1996,22:00:00,8.52,V ugm-3
21/01/1996,23:00:00,8,V ugm-3
21/01/1996,24:00:00,7.96,V ugm-3
22/01/1996,01:00:00,7.02,V ugm-3
22/01/1996,02:00:00,6.31,V ugm-3
22/01/1996,03:00:00,5.62,V ugm-3
22/01/1996,04:00:00,5.2,V ugm-3
22/01/1996,05:00:00,4.94,V ugm-3
22/01/1996,06:00:00,5.33,V ugm-3
22/01/1996,07:00:00,8.03,V ugm-3
22/01/1996,08:00:00,13.55,V ugm-3
22/01/1996,09:00:00,17.29,V ugm-3
22/01/1996,10:00:00,14.37,V ugm-3
22/01/1996,11:00:00,13.07,V ugm-3
22/01/1996,12:00:00,13.85,V ugm-3
22/01/1996,13:00:00,11.34,V ugm-3
22/01/1996,14:00:00,13.1,V ugm-3
22/01/1996,15:00:00,13.65,V ugm-3
22/01/1996,16:00:00,14.3,V ugm-3
22/01/1996,17:00:00,16.19,V ugm-3
22/01/1996,18:00:00,15.99,V ugm-3
22/01/1996,19:00:00,20.74,V ugm-3
22/01/1996,20:00:00,13.62,V ugm-3
22/01/1996,21:00:00,12.38,V ugm-3
22/01/1996,22:00:00,9.39,V ugm-3
22/01/1996,23:00:00,11.64,V ugm-3
22/01/1996,24:00:00,8.35,V ugm-3
23/01/1996,01:00:00,7.54,V ugm-3
23/01/1996,02:00:00,4.71,V ugm-3
23/01/1996,03:00:00,4.71,V ugm-3
23/01/1996,04:00:00,4.23,V ugm-3
23/01/1996,05:00:00,4.65,V ugm-3
23/01/1996,06:00:00,4.65,V ugm-3
23/01/1996,07:00:00,7.57,V ugm-3
23/01/1996,08:00:00,12.58,V ugm-3
23/01/1996,09:00:00,15.11,V ugm-3
23/01/1996,10:00:00,14.92,V ugm-3
23/01/1996,11:00:00,12.58,V ugm-3
23/01/1996,12:00:00,15.28,V ugm-3
23/01/1996,13:00:00,12.32,V ugm-3
23/01/1996,14:00:00,No data,V ugm-3
23/01/1996,15:00:00,11.54,V ugm-3
23/01/1996,16:00:00,12.45,V ugm-3
23/01/1996,17:00:00,16.02,V ugm-3
23/01/1996,18:00:00,17.45,V ugm-3
23/01/1996,19:00:00,18.88,V ugm-3
23/01/1996,20:00:00,17.26,V ugm-3
23/01/1996,21:00:00,12.58,V ugm-3
23/01/1996,22:00:00,11.51,V ugm-3
23/01/1996,23:00:00,11.6,V ugm-3
23/01/1996,24:00:00,9.2,V ugm-3
24/01/1996,01:00:00,6.5,V ugm-3
24/01/1996,02:00:00,5.49,V ugm-3
24/01/1996,03:00:00,4.84,V ugm-3
24/01/1996,04:00:00,5.1,V ugm-3
24/01/1996,05:00:00,5.17,V ugm-3
24/01/1996,06:00:00,5.23,V ugm-3
24/01/1996,07:00:00,8.35,V ugm-3
24/01/1996,08:00:00,11.9,V ugm-3
24/01/1996,09:00:00,15.5,V ugm-3
24/01/1996,10:00:00,16.71,V ugm-3
24/01/1996,11:00:00,12.55,V ugm-3
24/01/1996,12:00:00,10.63,V ugm-3
24/01/1996,13:00:00,15.63,V ugm-3
24/01/1996,14:00:00,14.59,V ugm-3
24/01/1996,15:00:00,11.15,V ugm-3
24/01/1996,16:00:00,13.42,V ugm-3
24/01/1996,17:00:00,14.66,V ugm-3
24/01/1996,18:00:00,22.95,V ugm-3
24/01/1996,19:00:00,16.9,V ugm-3
24/01/1996,20:00:00,13.1,V ugm-3
24/01/1996,21:00:00,10.99,V ugm-3
24/01/1996,22:00:00,10.04,V ugm-3
24/01/1996,23:00:00,8.61,V ugm-3
24/01/1996,24:00:00,6.76,V ugm-3
25/01/1996,01:00:00,5.23,V ugm-3
25/01/1996,02:00:00,4.29,V ugm-3
25/01/1996,03:00:00,4.32,V ugm-3
25/01/1996,04:00:00,3.64,V ugm-3
25/01/1996,05:00:00,3.28,V ugm-3
25/01/1996,06:00:00,3.71,V ugm-3
25/01/1996,07:00:00,5.79,V ugm-3
